연도 및 자치구,범죄 발생 합계,살인,강도,성폭력,절도,폭력,인구,면적,면적 대비 범죄 대응시설 수,범죄 대응시설 합계,경찰청,경찰서,지구대파출소치안센터,소방본부,소방서,119안전센터,지방세 합계,1인당 평균 지방세 납부액,인구밀도,외국인 주민 수,외국인 비율,성비,65세 이상 인구,65세 이상 인구 비율,공공기관 신뢰도,기초생활 수급자 수,기초생활 수급자 비율,방범용 CCTV 개수,면적 대비 방범용 CCTV 개수
2019_노원구,4153.000000 ,4.000000 ,3.000000 ,184.000000 ,1498.000000 ,2464.000000 ,537303.000000 ,35.440000 ,0.677201 ,24.000000 ,0.000000 ,1.000000 ,17.000000 ,0.000000 ,1.000000 ,5.000000 ,294656891000.000000 ,548399.861903 ,15162.000000 ,8300.000000 ,0.015448 ,93.800000 ,80854.000000 ,0.150481 ,5.580000 ,27891.000000 ,0.051909 ,1763.000000 ,49.746050 
2019_은평구,3880.000000 ,3.000000 ,1.000000 ,194.000000 ,1565.000000 ,2117.000000 ,484546.000000 ,29.710000 ,0.908785 ,27.000000 ,0.000000 ,2.000000 ,20.000000 ,0.000000 ,1.000000 ,4.000000 ,342932956000.000000 ,707740.763519 ,16308.000000 ,9501.000000 ,0.019608 ,93.200000 ,80567.000000 ,0.166273 ,4.910000 ,20788.000000 ,0.042902 ,3164.000000 ,106.496129 
2019_서대문구,2943.000000 ,2.000000 ,5.000000 ,175.000000 ,1226.000000 ,1535.000000 ,323171.000000 ,17.630000 ,1.020987 ,18.000000 ,1.000000 ,1.000000 ,11.000000 ,0.000000 ,1.000000 ,4.000000 ,347248547000.000000 ,1074504.045846 ,18335.000000 ,18179.000000 ,0.056252 ,92.500000 ,51645.000000 ,0.159807 ,5.040000 ,9224.000000 ,0.028542 ,2100.000000 ,119.115145 
2019_마포구,4842.000000 ,2.000000 ,2.000000 ,495.000000 ,2190.000000 ,2153.000000 ,385925.000000 ,23.850000 ,0.964361 ,23.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,6.000000 ,741808032000.000000 ,1922155.942217 ,16180.000000 ,16416.000000 ,0.042537 ,89.700000 ,52104.000000 ,0.135011 ,5.630000 ,8891.000000 ,0.023038 ,2011.000000 ,84.318658 
2019_양천구,3214.000000 ,6.000000 ,2.000000 ,127.000000 ,1477.000000 ,1602.000000 ,462285.000000 ,17.410000 ,1.321080 ,23.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,5.000000 ,482296693000.000000 ,1043288.648777 ,26559.000000 ,9138.000000 ,0.019767 ,96.700000 ,61147.000000 ,0.132271 ,5.810000 ,13811.000000 ,0.029876 ,2928.000000 ,168.179207 
2019_강서구,4924.000000 ,8.000000 ,3.000000 ,306.000000 ,2050.000000 ,2557.000000 ,598273.000000 ,41.440000 ,0.482625 ,20.000000 ,0.000000 ,1.000000 ,12.000000 ,0.000000 ,1.000000 ,6.000000 ,774541359000.000000 ,1294628.637762 ,14438.000000 ,13197.000000 ,0.022058 ,93.900000 ,83839.000000 ,0.140135 ,5.820000 ,24152.000000 ,0.040370 ,1858.000000 ,44.835907 
2019_구로구,4707.000000 ,10.000000 ,3.000000 ,226.000000 ,1916.000000 ,2552.000000 ,439371.000000 ,20.120000 ,1.192843 ,24.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,6.000000 ,425100608000.000000 ,967520.860503 ,21837.000000 ,54937.000000 ,0.125036 ,97.700000 ,64932.000000 ,0.147784 ,5.480000 ,10334.000000 ,0.023520 ,3074.000000 ,152.783300 
2019_금천구,3105.000000 ,6.000000 ,10.000000 ,153.000000 ,1157.000000 ,1779.000000 ,251820.000000 ,13.020000 ,1.152074 ,15.000000 ,0.000000 ,1.000000 ,12.000000 ,0.000000 ,0.000000 ,2.000000 ,417418155000.000000 ,1657605.253753 ,19341.000000 ,32851.000000 ,0.130454 ,103.100000 ,37196.000000 ,0.147709 ,5.720000 ,10524.000000 ,0.041792 ,1894.000000 ,145.468510 
2019_영등포구,5820.000000 ,10.000000 ,3.000000 ,356.000000 ,2409.000000 ,3042.000000 ,400986.000000 ,24.550000 ,0.896130 ,22.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,5.000000 ,1325272350000.000000 ,3305033.966273 ,16334.000000 ,55524.000000 ,0.138469 ,98.500000 ,56957.000000 ,0.142042 ,5.550000 ,9350.000000 ,0.023318 ,2093.000000 ,85.254582 
2019_동작구,3400.000000 ,4.000000 ,1.000000 ,251.000000 ,1328.000000 ,1816.000000 ,408912.000000 ,16.350000 ,1.406728 ,23.000000 ,0.000000 ,1.000000 ,17.000000 ,0.000000 ,1.000000 ,4.000000 ,420048516000.000000 ,1027234.505224 ,25003.000000 ,20697.000000 ,0.050615 ,94.100000 ,61994.000000 ,0.151607 ,4.940000 ,10623.000000 ,0.025979 ,1904.000000 ,116.452599 
2019_관악구,5328.000000 ,13.000000 ,10.000000 ,408.000000 ,2223.000000 ,2674.000000 ,517334.000000 ,29.570000 ,0.845451 ,25.000000 ,0.000000 ,1.000000 ,19.000000 ,0.000000 ,1.000000 ,4.000000 ,354751669000.000000 ,685730.435270 ,17496.000000 ,30247.000000 ,0.058467 ,100.800000 ,74787.000000 ,0.144562 ,5.440000 ,16249.000000 ,0.031409 ,3800.000000 ,128.508624 
2019_서초구,5542.000000 ,5.000000 ,7.000000 ,616.000000 ,2270.000000 ,2644.000000 ,435107.000000 ,46.980000 ,0.595998 ,28.000000 ,0.000000 ,2.000000 ,19.000000 ,0.000000 ,1.000000 ,6.000000 ,1958971316000.000000 ,4502274.879512 ,9261.000000 ,9755.000000 ,0.022420 ,91.700000 ,57036.000000 ,0.131085 ,5.120000 ,6009.000000 ,0.013810 ,2938.000000 ,62.537250 
2019_강남구,7304.000000 ,5.000000 ,5.000000 ,666.000000 ,2970.000000 ,3658.000000 ,550209.000000 ,39.500000 ,0.759494 ,30.000000 ,0.000000 ,2.000000 ,21.000000 ,0.000000 ,1.000000 ,6.000000 ,3405855845000.000000 ,6190112.929814 ,13929.000000 ,11735.000000 ,0.021328 ,91.700000 ,70896.000000 ,0.128853 ,5.550000 ,12886.000000 ,0.023420 ,5459.000000 ,138.202532 
2019_송파구,5698.000000 ,7.000000 ,10.000000 ,273.000000 ,2416.000000 ,2992.000000 ,682741.000000 ,33.870000 ,0.826690 ,28.000000 ,0.000000 ,1.000000 ,20.000000 ,0.000000 ,1.000000 ,6.000000 ,1521933471000.000000 ,2229152.007862 ,20156.000000 ,14126.000000 ,0.020690 ,93.800000 ,87182.000000 ,0.127694 ,5.740000 ,13509.000000 ,0.019786 ,2052.000000 ,60.584588 
2019_강동구,4014.000000 ,6.000000 ,15.000000 ,180.000000 ,1650.000000 ,2163.000000 ,440390.000000 ,24.590000 ,0.935340 ,23.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,5.000000 ,651425902000.000000 ,1479202.302505 ,17909.000000 ,9131.000000 ,0.020734 ,97.600000 ,63341.000000 ,0.143829 ,5.690000 ,11753.000000 ,0.026688 ,1871.000000 ,76.087841 
