연도 및 자치구,범죄 발생 합계,살인,강도,성폭력,절도,폭력,인구,면적,면적 대비 범죄 대응시설 수,범죄 대응시설 합계,경찰청,경찰서,지구대파출소치안센터,소방본부,소방서,119안전센터,지방세 합계,1인당 평균 지방세 납부액,인구밀도,외국인 주민 수,외국인 비율,성비,65세 이상 인구,65세 이상 인구 비율,공공기관 신뢰도,기초생활 수급자 수,기초생활 수급자 비율,방범용 CCTV 개수,면적 대비 방범용 CCTV 개수
2018_노원구,4007.000000 ,5.000000 ,5.000000 ,194.000000 ,1422.000000 ,2381.000000 ,548160.000000 ,35.440000 ,0.705418 ,25.000000 ,0.000000 ,1.000000 ,18.000000 ,0.000000 ,1.000000 ,5.000000 ,302776253000.000000 ,552350.140470 ,15468.000000 ,7697.000000 ,0.014042 ,94.300000 ,77032.000000 ,0.140528 ,5.400000 ,26012.000000 ,0.047453 ,1577.000000 ,44.497743 
2018_은평구,3590.000000 ,8.000000 ,1.000000 ,188.000000 ,1278.000000 ,2115.000000 ,487666.000000 ,29.710000 ,0.908785 ,27.000000 ,0.000000 ,2.000000 ,20.000000 ,0.000000 ,1.000000 ,4.000000 ,331656499000.000000 ,680089.444415 ,16415.000000 ,8895.000000 ,0.018240 ,93.700000 ,77263.000000 ,0.158434 ,4.990000 ,19677.000000 ,0.040349 ,2669.000000 ,89.835072 
2018_서대문구,2802.000000 ,5.000000 ,3.000000 ,206.000000 ,1062.000000 ,1526.000000 ,323080.000000 ,17.620000 ,1.021566 ,18.000000 ,1.000000 ,1.000000 ,11.000000 ,0.000000 ,1.000000 ,4.000000 ,313811062000.000000 ,971310.703231 ,18331.000000 ,16065.000000 ,0.049725 ,93.000000 ,50045.000000 ,0.154900 ,5.270000 ,8820.000000 ,0.027300 ,1764.000000 ,100.113507 
2018_마포구,5172.000000 ,6.000000 ,6.000000 ,473.000000 ,2011.000000 ,2676.000000 ,386359.000000 ,23.850000 ,1.048218 ,25.000000 ,0.000000 ,1.000000 ,17.000000 ,0.000000 ,1.000000 ,6.000000 ,685969808000.000000 ,1775472.573436 ,16199.000000 ,14746.000000 ,0.038167 ,90.600000 ,50544.000000 ,0.130821 ,5.790000 ,8206.000000 ,0.021239 ,1703.000000 ,71.404612 
2018_양천구,3515.000000 ,2.000000 ,4.000000 ,120.000000 ,1384.000000 ,2005.000000 ,468145.000000 ,17.410000 ,1.263642 ,22.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,5.000000 ,443180401000.000000 ,946673.361886 ,26894.000000 ,8418.000000 ,0.017982 ,97.100000 ,57941.000000 ,0.123767 ,5.500000 ,12118.000000 ,0.025885 ,2655.000000 ,152.498564 
2018_강서구,4629.000000 ,11.000000 ,6.000000 ,269.000000 ,1724.000000 ,2619.000000 ,603611.000000 ,41.440000 ,0.458494 ,19.000000 ,0.000000 ,1.000000 ,12.000000 ,0.000000 ,1.000000 ,5.000000 ,733141094000.000000 ,1214592.003791 ,14567.000000 ,13192.000000 ,0.021855 ,94.500000 ,79445.000000 ,0.131616 ,5.240000 ,22252.000000 ,0.036865 ,1386.000000 ,33.445946 
2018_구로구,4810.000000 ,8.000000 ,9.000000 ,250.000000 ,1717.000000 ,2826.000000 ,438486.000000 ,20.120000 ,1.192843 ,24.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,6.000000 ,428401471000.000000 ,977001.480093 ,21793.000000 ,54089.000000 ,0.123354 ,98.200000 ,61105.000000 ,0.139355 ,5.750000 ,8906.000000 ,0.020311 ,2819.000000 ,140.109344 
2018_금천구,3293.000000 ,6.000000 ,7.000000 ,200.000000 ,1168.000000 ,1912.000000 ,254021.000000 ,13.020000 ,1.152074 ,15.000000 ,0.000000 ,1.000000 ,12.000000 ,0.000000 ,0.000000 ,2.000000 ,397423699000.000000 ,1564530.881305 ,19510.000000 ,32556.000000 ,0.128163 ,103.400000 ,35354.000000 ,0.139177 ,5.900000 ,9820.000000 ,0.038658 ,1563.000000 ,120.046083 
2018_영등포구,5840.000000 ,17.000000 ,8.000000 ,391.000000 ,2292.000000 ,3132.000000 ,403600.000000 ,24.550000 ,0.896130 ,22.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,5.000000 ,1202173447000.000000 ,2978625.983647 ,16441.000000 ,56483.000000 ,0.139948 ,99.300000 ,54906.000000 ,0.136041 ,5.580000 ,8511.000000 ,0.021088 ,2055.000000 ,83.706721 
2018_동작구,3100.000000 ,3.000000 ,7.000000 ,288.000000 ,1151.000000 ,1651.000000 ,409385.000000 ,16.350000 ,1.406728 ,23.000000 ,0.000000 ,1.000000 ,17.000000 ,0.000000 ,1.000000 ,4.000000 ,383847552000.000000 ,937619.971421 ,25032.000000 ,19970.000000 ,0.048780 ,94.500000 ,59265.000000 ,0.144766 ,4.840000 ,9306.000000 ,0.022732 ,1690.000000 ,103.363914 
2018_관악구,5026.000000 ,9.000000 ,10.000000 ,352.000000 ,2012.000000 ,2643.000000 ,520040.000000 ,29.570000 ,0.845451 ,25.000000 ,0.000000 ,1.000000 ,19.000000 ,0.000000 ,1.000000 ,4.000000 ,341730464000.000000 ,657123.421275 ,17587.000000 ,30267.000000 ,0.058201 ,100.900000 ,71888.000000 ,0.138236 ,5.840000 ,14455.000000 ,0.027796 ,3247.000000 ,109.807237 
2018_서초구,4726.000000 ,5.000000 ,5.000000 ,470.000000 ,1851.000000 ,2395.000000 ,438163.000000 ,46.980000 ,0.595998 ,28.000000 ,0.000000 ,2.000000 ,19.000000 ,0.000000 ,1.000000 ,6.000000 ,1828994462000.000000 ,4174233.018306 ,9326.000000 ,8712.000000 ,0.019883 ,91.900000 ,54663.000000 ,0.124755 ,5.190000 ,5477.000000 ,0.012500 ,2582.000000 ,54.959557 
2018_강남구,7513.000000 ,10.000000 ,14.000000 ,600.000000 ,3004.000000 ,3885.000000 ,547453.000000 ,39.500000 ,0.810127 ,32.000000 ,0.000000 ,2.000000 ,23.000000 ,0.000000 ,1.000000 ,6.000000 ,3179117139000.000000 ,5807105.156059 ,13859.000000 ,10606.000000 ,0.019373 ,91.800000 ,66957.000000 ,0.122306 ,5.890000 ,11507.000000 ,0.021019 ,4834.000000 ,122.379747 
2018_송파구,5807.000000 ,5.000000 ,6.000000 ,309.000000 ,2352.000000 ,3135.000000 ,673507.000000 ,33.870000 ,0.826690 ,28.000000 ,0.000000 ,1.000000 ,20.000000 ,0.000000 ,1.000000 ,6.000000 ,1289668136000.000000 ,1914854.835956 ,19883.000000 ,13112.000000 ,0.019468 ,94.300000 ,81211.000000 ,0.120579 ,5.480000 ,12019.000000 ,0.017845 ,1364.000000 ,40.271627 
2018_강동구,3919.000000 ,3.000000 ,7.000000 ,170.000000 ,1515.000000 ,2224.000000 ,431920.000000 ,24.590000 ,0.935340 ,23.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,5.000000 ,501190571000.000000 ,1160378.243656 ,17564.000000 ,8764.000000 ,0.020291 ,98.200000 ,58669.000000 ,0.135833 ,4.300000 ,10389.000000 ,0.024053 ,1596.000000 ,64.904433 
