연도 및 자치구,범죄 발생 합계,살인,강도,성폭력,절도,폭력,인구,면적,면적 대비 범죄 대응시설 수,범죄 대응시설 합계,경찰청,경찰서,지구대파출소치안센터,소방본부,소방서,119안전센터,지방세 합계,1인당 평균 지방세 납부액,인구밀도,외국인 주민 수,외국인 비율,성비,65세 이상 인구,65세 이상 인구 비율,공공기관 신뢰도,기초생활 수급자 수,기초생활 수급자 비율,방범용 CCTV 개수,면적 대비 방범용 CCTV 개수
2020_노원구,3743.000000 ,4.000000 ,3.000000 ,169.000000 ,1404.000000 ,2163.000000 ,527032.000000 ,35.440000 ,0.648984 ,23.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,5.000000 ,396153647000.000000 ,751669.058046 ,14872.000000 ,7752.000000 ,0.014709 ,93.200000 ,85420.000000 ,0.162077 ,5.170000 ,31054.000000 ,0.058922 ,2021.000000 ,57.025959 
2020_은평구,3390.000000 ,4.000000 ,4.000000 ,171.000000 ,1371.000000 ,1840.000000 ,484043.000000 ,29.710000 ,0.908785 ,27.000000 ,0.000000 ,2.000000 ,20.000000 ,0.000000 ,1.000000 ,4.000000 ,431453906000.000000 ,891354.499497 ,16292.000000 ,9341.000000 ,0.019298 ,92.300000 ,85010.000000 ,0.175625 ,5.080000 ,24139.000000 ,0.049870 ,3431.000000 ,115.483002 
2020_서대문구,2533.000000 ,3.000000 ,2.000000 ,159.000000 ,1077.000000 ,1292.000000 ,322952.000000 ,17.630000 ,0.964265 ,17.000000 ,1.000000 ,1.000000 ,10.000000 ,0.000000 ,1.000000 ,4.000000 ,421197507000.000000 ,1304210.864153 ,18322.000000 ,16178.000000 ,0.050094 ,91.700000 ,53756.000000 ,0.166452 ,5.110000 ,10614.000000 ,0.032866 ,2499.000000 ,141.747022 
2020_마포구,3688.000000 ,9.000000 ,4.000000 ,348.000000 ,1483.000000 ,1844.000000 ,381858.000000 ,23.850000 ,0.964361 ,23.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,6.000000 ,877556921000.000000 ,2298123.703052 ,16011.000000 ,14767.000000 ,0.038671 ,89.000000 ,54002.000000 ,0.141419 ,5.160000 ,10160.000000 ,0.026607 ,2268.000000 ,95.094340 
2020_양천구,3216.000000 ,5.000000 ,3.000000 ,109.000000 ,1517.000000 ,1582.000000 ,457781.000000 ,17.410000 ,1.263642 ,22.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,5.000000 ,584021974000.000000 ,1275767.176882 ,26301.000000 ,8778.000000 ,0.019175 ,96.300000 ,65541.000000 ,0.143171 ,5.450000 ,16060.000000 ,0.035082 ,3136.000000 ,180.126364 
2020_강서구,4415.000000 ,10.000000 ,6.000000 ,265.000000 ,1689.000000 ,2445.000000 ,585901.000000 ,41.440000 ,0.482625 ,20.000000 ,0.000000 ,1.000000 ,12.000000 ,0.000000 ,1.000000 ,6.000000 ,898206219000.000000 ,1533034.111565 ,14140.000000 ,13018.000000 ,0.022219 ,93.300000 ,88733.000000 ,0.151447 ,5.590000 ,27797.000000 ,0.047443 ,2346.000000 ,56.611969 
2020_구로구,4175.000000 ,6.000000 ,5.000000 ,197.000000 ,1763.000000 ,2204.000000 ,432488.000000 ,20.120000 ,1.242545 ,25.000000 ,0.000000 ,1.000000 ,17.000000 ,0.000000 ,1.000000 ,6.000000 ,557598724000.000000 ,1289281.376593 ,21496.000000 ,54878.000000 ,0.126889 ,97.500000 ,69201.000000 ,0.160007 ,5.210000 ,12329.000000 ,0.028507 ,3455.000000 ,171.719682 
2020_금천구,2598.000000 ,4.000000 ,7.000000 ,117.000000 ,999.000000 ,1471.000000 ,247835.000000 ,13.020000 ,1.152074 ,15.000000 ,0.000000 ,1.000000 ,12.000000 ,0.000000 ,0.000000 ,2.000000 ,445289095000.000000 ,1796715.940041 ,19035.000000 ,32619.000000 ,0.131616 ,102.400000 ,39314.000000 ,0.158630 ,5.840000 ,11637.000000 ,0.046955 ,2247.000000 ,172.580645 
2020_영등포구,5217.000000 ,7.000000 ,6.000000 ,315.000000 ,2188.000000 ,2701.000000 ,407367.000000 ,24.550000 ,0.896130 ,22.000000 ,0.000000 ,1.000000 ,15.000000 ,0.000000 ,1.000000 ,5.000000 ,1699928251000.000000 ,4172965.043806 ,16595.000000 ,54532.000000 ,0.133865 ,97.800000 ,60663.000000 ,0.148915 ,5.090000 ,10963.000000 ,0.026912 ,3250.000000 ,132.382892 
2020_동작구,3200.000000 ,1.000000 ,1.000000 ,226.000000 ,1341.000000 ,1631.000000 ,401572.000000 ,16.350000 ,1.406728 ,23.000000 ,0.000000 ,1.000000 ,17.000000 ,0.000000 ,1.000000 ,4.000000 ,492395016000.000000 ,1226168.697021 ,24555.000000 ,18645.000000 ,0.046430 ,93.600000 ,64928.000000 ,0.161685 ,5.420000 ,12408.000000 ,0.030899 ,2155.000000 ,131.804281 
2020_관악구,5261.000000 ,12.000000 ,3.000000 ,403.000000 ,2229.000000 ,2614.000000 ,509803.000000 ,29.570000 ,0.845451 ,25.000000 ,0.000000 ,1.000000 ,19.000000 ,0.000000 ,1.000000 ,4.000000 ,405905628000.000000 ,796200.940363 ,17241.000000 ,28961.000000 ,0.056808 ,100.700000 ,78430.000000 ,0.153844 ,5.390000 ,20517.000000 ,0.040245 ,4071.000000 ,137.673318 
2020_서초구,4601.000000 ,5.000000 ,6.000000 ,396.000000 ,2021.000000 ,2173.000000 ,429025.000000 ,46.980000 ,0.595998 ,28.000000 ,0.000000 ,2.000000 ,19.000000 ,0.000000 ,1.000000 ,6.000000 ,2200207636000.000000 ,5128390.270963 ,9132.000000 ,9326.000000 ,0.021738 ,91.700000 ,60072.000000 ,0.140020 ,5.310000 ,6791.000000 ,0.015829 ,3175.000000 ,67.581950 
2020_강남구,7356.000000 ,6.000000 ,14.000000 ,708.000000 ,2951.000000 ,3677.000000 ,544055.000000 ,39.500000 ,0.759494 ,30.000000 ,0.000000 ,2.000000 ,21.000000 ,0.000000 ,1.000000 ,6.000000 ,3791322592000.000000 ,6968638.450157 ,13773.000000 ,11348.000000 ,0.020858 ,91.700000 ,74959.000000 ,0.137778 ,5.500000 ,14660.000000 ,0.026946 ,5796.000000 ,146.734177 
2020_송파구,5410.000000 ,6.000000 ,13.000000 ,287.000000 ,2429.000000 ,2675.000000 ,673926.000000 ,33.870000 ,0.856215 ,29.000000 ,0.000000 ,1.000000 ,21.000000 ,0.000000 ,1.000000 ,6.000000 ,1616715664000.000000 ,2398951.315130 ,19896.000000 ,13539.000000 ,0.020090 ,93.200000 ,93309.000000 ,0.138456 ,5.590000 ,16081.000000 ,0.023862 ,2372.000000 ,70.032477 
2020_강동구,3788.000000 ,3.000000 ,15.000000 ,188.000000 ,1640.000000 ,1942.000000 ,463998.000000 ,24.590000 ,0.976007 ,24.000000 ,0.000000 ,1.000000 ,16.000000 ,0.000000 ,1.000000 ,6.000000 ,877635021000.000000 ,1891462.939495 ,18869.000000 ,9174.000000 ,0.019772 ,96.800000 ,69903.000000 ,0.150654 ,5.550000 ,14698.000000 ,0.031677 ,2475.000000 ,100.650671 
